"Name","PSChildName"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppHVSI\AppHVSIPrintingSettings","AppHVSIPrintingSettings"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppHVSI\AuditApplicationGuard","AuditApplicationGuard"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppHVSI\BlockNonEnterpriseContent","BlockNonEnterpriseContent"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppHVSI\CertificateThumbprints","CertificateThumbprints"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppHVSI\FileTrustCriteria","FileTrustCriteria"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppHVSI\FileTrustOriginMarkOfTheWeb","FileTrustOriginMarkOfTheWeb"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppHVSI\FileTrustOriginNetworkShare","FileTrustOriginNetworkShare"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppHVSI\FileTrustOriginRemovableMedia","FileTrustOriginRemovableMedia"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppHVSI\IsStandaloneModeEnabled","IsStandaloneModeEnabled"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppHVSI\SaveFilesToHost","SaveFilesToHost"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationDefaults\DefaultAssociationsConfiguration","DefaultAssociationsConfiguration"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationDefaults\EnableAppUriHandlers","EnableAppUriHandlers"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\AllowAllTrustedApps","AllowAllTrustedApps"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\AllowAppStoreAutoUpdate","AllowAppStoreAutoUpdate"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\AllowDeveloperUnlock","AllowDeveloperUnlock"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\AllowGameDVR","AllowGameDVR"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\AllowSharedUserAppData","AllowSharedUserAppData"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\AllowStore","AllowStore"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\ApplicationRestrictions","ApplicationRestrictions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\DisableStoreOriginatedApps","DisableStoreOriginatedApps"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\LaunchAppAfterLogOn","LaunchAppAfterLogOn"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\MSIAllowUserControlOverInstall","MSIAllowUserControlOverInstall"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\MSIAlwaysInstallWithElevatedPrivileges","MSIAlwaysInstallWithElevatedPrivileges"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\RequirePrivateStoreOnly","RequirePrivateStoreOnly"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\RestrictAppDataToSystemVolume","RestrictAppDataToSystemVolume"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\RestrictAppToSystemVolume","RestrictAppToSystemVolume"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\ApplicationManagement\ScheduleForceRestartForUpdateFailures","ScheduleForceRestartForUpdateFailures"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppRuntime\AllowMicrosoftAccountsToBeOptional","AllowMicrosoftAccountsToBeOptional"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\AllowAppVClient","AllowAppVClient"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\AllowDynamicVirtualization","AllowDynamicVirtualization"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\AllowPackageCleanup","AllowPackageCleanup"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\AllowPackageScripts","AllowPackageScripts"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\AllowPublishingRefreshUX","AllowPublishingRefreshUX"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\AllowReportingServer","AllowReportingServer"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\AllowRoamingFileExclusions","AllowRoamingFileExclusions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\AllowRoamingRegistryExclusions","AllowRoamingRegistryExclusions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\AllowStreamingAutoload","AllowStreamingAutoload"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\ClientCoexistenceAllowMigrationmode","ClientCoexistenceAllowMigrationmode"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\IntegrationAllowRootGlobal","IntegrationAllowRootGlobal"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\IntegrationAllowRootUser","IntegrationAllowRootUser"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\PublishingAllowServer1","PublishingAllowServer1"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\PublishingAllowServer2","PublishingAllowServer2"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\PublishingAllowServer3","PublishingAllowServer3"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\PublishingAllowServer4","PublishingAllowServer4"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\PublishingAllowServer5","PublishingAllowServer5"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\StreamingAllowCertificateFilterForClient_SSL","StreamingAllowCertificateFilterForClient_SSL"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\StreamingAllowHighCostLaunch","StreamingAllowHighCostLaunch"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\StreamingAllowLocationProvider","StreamingAllowLocationProvider"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\StreamingAllowPackageInstallationRoot","StreamingAllowPackageInstallationRoot"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\StreamingAllowPackageSourceRoot","StreamingAllowPackageSourceRoot"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\StreamingAllowReestablishmentInterval","StreamingAllowReestablishmentInterval"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\StreamingAllowReestablishmentRetries","StreamingAllowReestablishmentRetries"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\StreamingSharedContentStoreMode","StreamingSharedContentStoreMode"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\StreamingSupportBranchCache","StreamingSupportBranchCache"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\StreamingVerifyCertificateRevocationList","StreamingVerifyCertificateRevocationList"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AppVirtualization\VirtualComponentsAllowList","VirtualComponentsAllowList"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AttachmentManager\DoNotPreserveZoneInformation","DoNotPreserveZoneInformation"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AttachmentManager\HideZoneInfoMechanism","HideZoneInfoMechanism"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\AttachmentManager\NotifyAntivirusPrograms","NotifyAntivirusPrograms"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditAccountLockout","AccountLogonLogoff_AuditAccountLockout"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditGroupMembership","AccountLogonLogoff_AuditGroupMembership"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditIPsecExtendedMode","AccountLogonLogoff_AuditIPsecExtendedMode"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditIPsecMainMode","AccountLogonLogoff_AuditIPsecMainMode"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditIPsecQuickMode","AccountLogonLogoff_AuditIPsecQuickMode"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditLogoff","AccountLogonLogoff_AuditLogoff"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditLogon","AccountLogonLogoff_AuditLogon"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditNetworkPolicyServer","AccountLogonLogoff_AuditNetworkPolicyServer"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditOtherLogonLogoffEvents","AccountLogonLogoff_AuditOtherLogonLogoffEvents"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditSpecialLogon","AccountLogonLogoff_AuditSpecialLogon"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogonLogoff_AuditUserDeviceClaims","AccountLogonLogoff_AuditUserDeviceClaims"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogon_AuditCredentialValidation","AccountLogon_AuditCredentialValidation"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogon_AuditKerberosAuthenticationService","AccountLogon_AuditKerberosAuthenticationService"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogon_AuditKerberosServiceTicketOperations","AccountLogon_AuditKerberosServiceTicketOperations"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountLogon_AuditOtherAccountLogonEvents","AccountLogon_AuditOtherAccountLogonEvents"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountManagement_AuditApplicationGroupManagement","AccountManagement_AuditApplicationGroupManagement"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountManagement_AuditComputerAccountManagement","AccountManagement_AuditComputerAccountManagement"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountManagement_AuditDistributionGroupManagement","AccountManagement_AuditDistributionGroupManagement"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountManagement_AuditOtherAccountManagementEvents","AccountManagement_AuditOtherAccountManagementEvents"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountManagement_AuditSecurityGroupManagement","AccountManagement_AuditSecurityGroupManagement"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\AccountManagement_AuditUserAccountManagement","AccountManagement_AuditUserAccountManagement"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\DetailedTracking_AuditDPAPIActivity","DetailedTracking_AuditDPAPIActivity"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\DetailedTracking_AuditPNPActivity","DetailedTracking_AuditPNPActivity"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\DetailedTracking_AuditProcessCreation","DetailedTracking_AuditProcessCreation"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\DetailedTracking_AuditProcessTermination","DetailedTracking_AuditProcessTermination"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\DetailedTracking_AuditRPCEvents","DetailedTracking_AuditRPCEvents"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\DetailedTracking_AuditTokenRightAdjusted","DetailedTracking_AuditTokenRightAdjusted"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\DSAccess_AuditDetailedDirectoryServiceReplication","DSAccess_AuditDetailedDirectoryServiceReplication"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\DSAccess_AuditDirectoryServiceAccess","DSAccess_AuditDirectoryServiceAccess"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\DSAccess_AuditDirectoryServiceChanges","DSAccess_AuditDirectoryServiceChanges"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\DSAccess_AuditDirectoryServiceReplication","DSAccess_AuditDirectoryServiceReplication"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditApplicationGenerated","ObjectAccess_AuditApplicationGenerated"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditCentralAccessPolicyStaging","ObjectAccess_AuditCentralAccessPolicyStaging"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditCertificationServices","ObjectAccess_AuditCertificationServices"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditDetailedFileShare","ObjectAccess_AuditDetailedFileShare"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditFileShare","ObjectAccess_AuditFileShare"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditFileSystem","ObjectAccess_AuditFileSystem"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditFilteringPlatformConnection","ObjectAccess_AuditFilteringPlatformConnection"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditFilteringPlatformPacketDrop","ObjectAccess_AuditFilteringPlatformPacketDrop"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditHandleManipulation","ObjectAccess_AuditHandleManipulation"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditKernelObject","ObjectAccess_AuditKernelObject"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditOtherObjectAccessEvents","ObjectAccess_AuditOtherObjectAccessEvents"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditRegistry","ObjectAccess_AuditRegistry"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditRemovableStorage","ObjectAccess_AuditRemovableStorage"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\ObjectAccess_AuditSAM","ObjectAccess_AuditSAM"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\PolicyChange_AuditAuthenticationPolicyChange","PolicyChange_AuditAuthenticationPolicyChange"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\PolicyChange_AuditAuthorizationPolicyChange","PolicyChange_AuditAuthorizationPolicyChange"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\PolicyChange_AuditFilteringPlatformPolicyChange","PolicyChange_AuditFilteringPlatformPolicyChange"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\PolicyChange_AuditMPSSVCRuleLevelPolicyChange","PolicyChange_AuditMPSSVCRuleLevelPolicyChange"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\PolicyChange_AuditOtherPolicyChangeEvents","PolicyChange_AuditOtherPolicyChangeEvents"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\PolicyChange_AuditPolicyChange","PolicyChange_AuditPolicyChange"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\PrivilegeUse_AuditNonSensitivePrivilegeUse","PrivilegeUse_AuditNonSensitivePrivilegeUse"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\PrivilegeUse_AuditOtherPrivilegeUseEvents","PrivilegeUse_AuditOtherPrivilegeUseEvents"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\PrivilegeUse_AuditSensitivePrivilegeUse","PrivilegeUse_AuditSensitivePrivilegeUse"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\System_AuditIPsecDriver","System_AuditIPsecDriver"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\System_AuditOtherSystemEvents","System_AuditOtherSystemEvents"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\System_AuditSecurityStateChange","System_AuditSecurityStateChange"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\System_AuditSecuritySystemExtension","System_AuditSecuritySystemExtension"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Audit\System_AuditSystemIntegrity","System_AuditSystemIntegrity"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Authentication\AllowAadPasswordReset","AllowAadPasswordReset"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Authentication\AllowEAPCertSSO","AllowEAPCertSSO"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Authentication\AllowFastReconnect","AllowFastReconnect"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Authentication\AllowSecondaryAuthenticationDevice","AllowSecondaryAuthenticationDevice"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Authentication\ConfigureWebcamAccessDomainNames","ConfigureWebcamAccessDomainNames"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Authentication\EnableFastFirstSignIn","EnableFastFirstSignIn"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Authentication\EnableWebSignIn","EnableWebSignIn"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Authentication\PreferredAadTenantDomainName","PreferredAadTenantDomainName"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Autoplay\DisallowAutoplayForNonVolumeDevices","DisallowAutoplayForNonVolumeDevices"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Autoplay\SetDefaultAutoRunBehavior","SetDefaultAutoRunBehavior"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Autoplay\TurnOffAutoPlay","TurnOffAutoPlay"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\AllowStandardUserEncryption","AllowStandardUserEncryption"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\AllowWarningForOtherDiskEncryption","AllowWarningForOtherDiskEncryption"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\ConfigureRecoveryPasswordRotation","ConfigureRecoveryPasswordRotation"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\EncryptionMethod","EncryptionMethod"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\EncryptionMethodByDriveType","EncryptionMethodByDriveType"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\FixedDrivesRecoveryOptions","FixedDrivesRecoveryOptions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\FixedDrivesRequireEncryption","FixedDrivesRequireEncryption"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\RemovableDrivesRequireEncryption","RemovableDrivesRequireEncryption"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\RequireDeviceEncryption","RequireDeviceEncryption"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\RequireStorageCardEncryption","RequireStorageCardEncryption"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\SystemDrivesMinimumPINLength","SystemDrivesMinimumPINLength"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\SystemDrivesRecoveryMessage","SystemDrivesRecoveryMessage"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\SystemDrivesRecoveryOptions","SystemDrivesRecoveryOptions"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bitlocker\SystemDrivesRequireStartupAuthentication","SystemDrivesRequireStartupAuthentication"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\BITS\BandwidthThrottlingEndTime","BandwidthThrottlingEndTime"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\BITS\BandwidthThrottlingStartTime","BandwidthThrottlingStartTime"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\BITS\BandwidthThrottlingTransferRate","BandwidthThrottlingTransferRate"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\BITS\CostedNetworkBehaviorBackgroundPriority","CostedNetworkBehaviorBackgroundPriority"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\BITS\CostedNetworkBehaviorForegroundPriority","CostedNetworkBehaviorForegroundPriority"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\BITS\JobInactivityTimeout","JobInactivityTimeout"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bluetooth\AllowAdvertising","AllowAdvertising"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bluetooth\AllowDiscoverableMode","AllowDiscoverableMode"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bluetooth\AllowPrepairing","AllowPrepairing"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bluetooth\AllowPromptedProximalConnections","AllowPromptedProximalConnections"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bluetooth\LocalDeviceName","LocalDeviceName"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Bluetooth\ServicesAllowedList","ServicesAllowedList"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowAddressBarDropdown","AllowAddressBarDropdown"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowAutofill","AllowAutofill"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowBrowser","AllowBrowser"
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\PolicyManager\default\Browser\AllowConfigurationUpdateForBooksLibrary","AllowConfigurationUpdateForBooksLibrary"
